Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
4293,214.0,0.0,0.0,528.0,13.0,101.0,270266.0,0.1,4532.576944581323,0.0,0.0,47614.84379982948,,,,,,,,,,,,,,,,,,,,,1789.765877188626,898.2092629725563,2780.2401883693633,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,214.0,0.0,0.0,617.0,14.0,89.0,270355.0,0.1,4293.37978960963,0.0,0.0,47622.81707119942,,,,,,,,,,,,,,,,,,,,,1743.139220857307,953.0936292298309,2879.886568849734,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,214.0,0.0,0.0,652.0,15.0,35.0,270390.0,0.1,1162.402385020218,0.0,0.0,47626.21434211731,,,,,,,,,,,,,,,,,,,,,527.2941326586636,346.8241818088687,997.7037430769162,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,214.0,0.0,0.0,727.0,16.0,75.0,270465.0,0.1,3351.5156966576483,0.0,0.0,47633.21305513382,,,,,,,,,,,,,,,,,,,,,1384.27478666619,795.2018097381192,2360.2791619814343,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,214.0,0.0,0.0,788.0,17.0,61.0,270526.0,0.1,2787.521921474328,0.0,0.0,47638.790756225586,,,,,,,,,,,,,,,,,,,,,1218.8244407756742,667.2601343371183,2085.541284155868,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,214.0,0.0,0.0,866.0,18.0,78.0,270604.0,0.1,3566.287014816545,0.0,0.0,47645.84693431854,,,,,,,,,,,,,,,,,,,,,1449.816601899405,828.6976841285444,2484.8791606315754,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,214.0,0.0,0.0,909.0,19.0,43.0,270647.0,0.1,1723.6388040642696,0.0,0.0,47649.916071653366,,,,,,,,,,,,,,,,,,,,,779.1151587383034,471.49052506129493,1416.813882059788,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,214.0,0.0,0.0,931.0,20.0,22.0,270669.0,0.1,542.4677688084645,0.0,0.0,47652.356492996216,,,,,,,,,,,,,,,,,,,,,229.24006660590393,177.4060054602963,502.0252567647849,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,215.0,0.0,0.0,55.0,1.0,55.0,270724.0,0.1,2200.8180437884566,0.0,0.0,47738.76275420189,,,,,,,,,,,,,,,,,,,,,964.5759253020124,570.7060524137862,1704.21516668947,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,215.0,0.0,0.0,95.0,2.0,40.0,270764.0,0.1,1441.632786476261,0.0,0.0,47742.81532025337,,,,,,,,,,,,,,,,,,,,,667.4198170650914,400.7031881379356,1198.515314406922,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,215.0,0.0,0.0,123.0,3.0,28.0,270792.0,0.1,879.4390690593656,0.0,0.0,47745.702989816666,,,,,,,,,,,,,,,,,,,,,407.2740738555343,265.54469531544487,780.9430959900171,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,215.0,0.0,0.0,153.0,4.0,30.0,270822.0,0.1,894.114009580684,0.0,0.0,47748.7910797596,,,,,,,,,,,,,,,,,,,,,399.2905999870349,276.59470565735074,790.0488007188789,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,215.0,0.0,0.0,173.0,5.0,20.0,270842.0,0.1,535.958832227552,0.0,0.0,47750.953815698624,,,,,,,,,,,,,,,,,,,,,248.2254586528464,169.6071484097165,496.1878792949521,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,215.0,0.0,0.0,190.0,6.0,17.0,270859.0,0.1,428.31619674199163,0.0,0.0,47752.8397359848,,,,,,,,,,,,,,,,,,,,,194.40251986581643,140.99728397832675,403.2933051370297,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,215.0,0.0,0.0,206.0,7.0,16.0,270875.0,0.1,359.89287926693476,0.0,0.0,47754.87965631485,,,,,,,,,,,,,,,,,,,,,158.88797598933544,118.72125219018005,341.26191522154994,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,215.0,0.0,0.0,281.0,8.0,75.0,270950.0,0.1,3284.0857925582163,0.0,0.0,47761.69152879715,,,,,,,,,,,,,,,,,,,,,1355.06123946588,746.0966228781294,2313.835183102546,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,215.0,0.0,0.0,320.0,9.0,39.0,270989.0,0.1,1505.6796868682486,0.0,0.0,47765.51167798042,,,,,,,,,,,,,,,,,,,,,700.5539501784687,423.94099798134715,1257.487650544481,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,215.0,0.0,0.0,373.0,10.0,53.0,271042.0,0.1,1769.8513071651141,0.0,0.0,47770.454818964005,,,,,,,,,,,,,,,,,,,,,739.2234112689163,437.0408619943732,1406.0431580375355,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,215.0,0.0,0.0,393.0,11.0,20.0,271062.0,0.1,519.6005087497379,0.0,0.0,47772.60728883743,,,,,,,,,,,,,,,,,,,,,227.83149970806903,170.29555218029031,483.65902337325167,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,215.0,0.0,0.0,430.0,12.0,37.0,271099.0,0.1,767.6255344577429,0.0,0.0,47776.45379829407,,,,,,,,,,,,,,,,,,,,,245.57405610451994,255.21915524595198,690.5041666147032,-0.12594748082284035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,215.0,0.0,0.0,464.0,13.0,34.0,271133.0,0.1,1083.0655412627445,0.0,0.0,47779.80644607544,,,,,,,,,,,,,,,,,,,,,488.51959227604993,322.82957575103256,935.5870624312698,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,215.0,0.0,0.0,578.0,14.0,114.0,271247.0,0.1,5257.826826608031,0.0,0.0,47789.929094552994,,,,,,,,,,,,,,,,,,,,,1969.2657627830633,1060.0692224724685,3284.382475996844,-0.06114118688370901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,215.0,0.0,0.0,662.0,15.0,84.0,271331.0,0.1,3024.226944046874,0.0,0.0,47797.46233296394,,,,,,,,,,,,,,,,,,,,,1279.740007264179,589.0888601587126,1988.8229139322132,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,215.0,0.0,0.0,758.0,16.0,96.0,271427.0,0.1,4053.6028524230537,0.0,0.0,47806.208017110825,,,,,,,,,,,,,,,,,,,,,1527.5618995602283,875.2381775324221,2639.6729199522824,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,215.0,0.0,0.0,821.0,17.0,63.0,271490.0,0.1,2815.570775316409,0.0,0.0,47811.93275642395,,,,,,,,,,,,,,,,,,,,,1225.605699050768,687.0046864104401,2084.9292775374197,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,215.0,0.0,0.0,906.0,18.0,85.0,271575.0,0.1,2987.8618048466387,0.0,0.0,47819.53685975075,,,,,,,,,,,,,,,,,,,,,1086.100769804868,685.5437856478608,2106.5974395597405,-0.08605613249207597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,215.0,0.0,0.0,937.0,19.0,31.0,271606.0,0.1,1098.17134870434,0.0,0.0,47822.77678775787,,,,,,,,,,,,,,,,,,,,,506.84444952886355,326.8949178794493,960.156687430254,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,215.0,0.0,0.0,975.0,20.0,38.0,271644.0,0.1,1294.274976839955,0.0,0.0,47826.4484372139,,,,,,,,,,,,,,,,,,,,,575.4466442229879,373.3506056479932,1097.444395505784,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,216.0,0.0,0.0,53.0,1.0,53.0,271697.0,0.1,1905.5225471058536,0.0,0.0,47917.28437924385,,,,,,,,,,,,,,,,,,,,,823.6451545992484,519.4305488714774,1498.8170749599547,-0.06114118688370901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,216.0,0.0,0.0,79.0,2.0,26.0,271723.0,0.1,752.7554644901298,0.0,0.0,47920.18683934212,,,,,,,,,,,,,,,,,,,,,334.8986286716709,243.478189215602,679.1978584180139,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,216.0,0.0,0.0,110.0,3.0,31.0,271754.0,0.1,991.6003858260946,0.0,0.0,47923.326295137405,,,,,,,,,,,,,,,,,,,,,455.7518033911386,291.21507574968194,867.5822128097557,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,216.0,0.0,0.0,138.0,4.0,28.0,271782.0,0.1,848.4408912120377,0.0,0.0,47926.21393990517,,,,,,,,,,,,,,,,,,,,,380.6385795758641,267.9655411221395,756.9248943279213,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325,216.0,0.0,0.0,167.0,5.0,29.0,271811.0,0.1,895.7943613774307,0.0,0.0,47929.11966371536,,,,,,,,,,,,,,,,,,,,,423.52881992103,270.3170828319924,788.6654459752391,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,216.0,0.0,0.0,185.0,6.0,18.0,271829.0,0.1,429.43542681548627,0.0,0.0,47931.17351055145,,,,,,,,,,,,,,,,,,,,,186.21899687293887,143.62579264016543,403.9547060283209,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,216.0,0.0,0.0,202.0,7.0,17.0,271846.0,0.1,351.651427108783,0.0,0.0,47933.27518892288,,,,,,,,,,,,,,,,,,,,,145.9916888757769,117.98010931182402,333.468870523315,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,216.0,0.0,0.0,277.0,8.0,75.0,271921.0,0.1,2809.0015044884117,0.0,0.0,47940.12898230553,,,,,,,,,,,,,,,,,,,,,1034.7943352111445,762.0601829397082,2074.1819743700175,-0.12594748082284035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,216.0,0.0,0.0,329.0,9.0,52.0,271973.0,0.1,2137.3263444256922,0.0,0.0,47944.97688484192,,,,,,,,,,,,,,,,,,,,,969.1865327540135,556.8553646517291,1666.5129552021262,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,216.0,0.0,0.0,388.0,10.0,59.0,272032.0,0.1,2520.792246770096,0.0,0.0,47950.3948636055,,,,,,,,,,,,,,,,,,,,,1103.9575455628994,639.1437782447707,1907.4148504111656,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,216.0,0.0,0.0,409.0,11.0,21.0,272053.0,0.1,513.5066635529948,0.0,0.0,47952.82223153114,,,,,,,,,,,,,,,,,,,,,216.18547311278476,171.26376685023263,477.61219691797777,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,216.0,0.0,0.0,448.0,12.0,39.0,272092.0,0.1,1398.4902590523593,0.0,0.0,47956.63880896568,,,,,,,,,,,,,,,,,,,,,630.262158903885,405.1754059809483,1176.0922529128088,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,216.0,0.0,0.0,572.0,13.0,124.0,272216.0,0.1,5756.970662744788,0.0,0.0,47967.52814364433,,,,,,,,,,,,,,,,,,,,,2038.4547482248058,1076.707251159262,3322.8244643366115,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,216.0,0.0,0.0,652.0,14.0,80.0,272296.0,0.1,3018.0924460330007,0.0,0.0,47974.78358078003,,,,,,,,,,,,,,,,,,,,,1282.1078440674708,642.468769449103,2032.8600865003814,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,216.0,0.0,0.0,753.0,15.0,101.0,272397.0,0.1,4861.690082315154,0.0,0.0,47983.94652748108,,,,,,,,,,,,,,,,,,,,,1885.827242546859,948.0648162969715,3017.0437377235235,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,216.0,0.0,0.0,851.0,16.0,98.0,272495.0,0.1,3709.650280143239,0.0,0.0,47992.75772714615,,,,,,,,,,,,,,,,,,,,,1428.0001846526256,690.1599875219173,2357.1167219504787,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,216.0,0.0,0.0,889.0,17.0,38.0,272533.0,0.1,1278.6961633884869,0.0,0.0,47996.43894410133,,,,,,,,,,,,,,,,,,,,,543.5920313787884,386.46500881214257,1093.8997974334732,-0.06114118688370901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,216.0,0.0,0.0,985.0,18.0,96.0,272629.0,0.1,4568.25386444705,0.0,0.0,48005.03656053543,,,,,,,,,,,,,,,,,,,,,1799.1007693071522,930.0523813308341,2898.8033118173485,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,216.0,0.0,0.0,1050.0,19.0,65.0,272694.0,0.1,2415.697716853511,0.0,0.0,48010.957304000854,,,,,,,,,,,,,,,,,,,,,981.5465321784551,585.7330264653417,1813.7868288312563,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,216.0,0.0,0.0,1090.0,20.0,40.0,272734.0,0.1,1382.852647435158,0.0,0.0,48015.0706384182,,,,,,,,,,,,,,,,,,,,,597.2681136153842,406.19940336640303,1167.172127322726,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,217.0,0.0,0.0,27.0,1.0,27.0,272761.0,0.1,794.3018374641852,0.0,0.0,48111.82113099098,,,,,,,,,,,,,,,,,,,,,355.2353988345938,243.7844822727581,712.5683907548666,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,217.0,0.0,0.0,71.0,2.0,44.0,272805.0,0.1,1351.7248807502674,0.0,0.0,48116.00732564926,,,,,,,,,,,,,,,,,,,,,569.3729472190823,378.31228246901105,1123.5596204202338,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,217.0,0.0,0.0,99.0,3.0,28.0,272833.0,0.1,872.2141604476091,0.0,0.0,48118.87991642952,,,,,,,,,,,,,,,,,,,,,396.9144732516569,264.15601667002994,776.5310763566422,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,217.0,0.0,0.0,140.0,4.0,41.0,272874.0,0.1,1336.735526892732,0.0,0.0,48122.823182582855,,,,,,,,,,,,,,,,,,,,,595.0468199804834,360.6577590535576,1114.953913580995,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,217.0,0.0,0.0,169.0,5.0,29.0,272903.0,0.1,975.1039039458004,0.0,0.0,48125.699246644974,,,,,,,,,,,,,,,,,,,,,470.7233381968203,282.4631358710795,855.6209936422019,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,217.0,0.0,0.0,186.0,6.0,17.0,272920.0,0.1,431.4158881532624,0.0,0.0,48127.88946032524,,,,,,,,,,,,,,,,,,,,,196.61271480408857,141.92315747530515,406.07257079539573,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,217.0,0.0,0.0,203.0,7.0,17.0,272937.0,0.1,359.1527273470735,0.0,0.0,48129.81716775894,,,,,,,,,,,,,,,,,,,,,150.35658615533666,120.54083715357801,340.3653787375435,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,217.0,0.0,0.0,264.0,8.0,61.0,272998.0,0.1,2649.5933213132903,0.0,0.0,48135.479142189026,,,,,,,,,,,,,,,,,,,,,1147.5524555894672,670.8627520666475,1989.1708227769768,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,217.0,0.0,0.0,317.0,9.0,53.0,273051.0,0.1,2193.0133848737173,0.0,0.0,48140.453802108765,,,,,,,,,,,,,,,,,,,,,969.0888185801645,585.9693043309717,1713.494858714651,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,217.0,0.0,0.0,378.0,10.0,61.0,273112.0,0.1,2538.8286031906796,0.0,0.0,48146.15411424637,,,,,,,,,,,,,,,,,,,,,1071.7444296696312,636.560071076661,1923.3389461199927,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,217.0,0.0,0.0,418.0,11.0,40.0,273152.0,0.1,1002.8067892748023,0.0,0.0,48150.25423741341,,,,,,,,,,,,,,,,,,,,,393.78444259787,284.6457691742957,862.4558843338987,-0.06952977501487193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,217.0,0.0,0.0,525.0,12.0,107.0,273259.0,0.1,5020.990575397822,0.0,0.0,48159.69463634491,,,,,,,,,,,,,,,,,,,,,2027.0866882136977,992.4922877350997,3079.086971919936,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,217.0,0.0,0.0,557.0,13.0,32.0,273291.0,0.1,1022.6274242925799,0.0,0.0,48162.85850787163,,,,,,,,,,,,,,,,,,,,,467.5222793787673,300.7965302598209,890.7461431398575,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,217.0,0.0,0.0,645.0,14.0,88.0,273379.0,0.1,4321.491255902749,0.0,0.0,48170.716802597046,,,,,,,,,,,,,,,,,,,,,1774.8826225406235,936.5295508503226,2869.239830066155,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,217.0,0.0,0.0,669.0,15.0,24.0,273403.0,0.1,621.604988764646,0.0,0.0,48173.43482160568,,,,,,,,,,,,,,,,,,,,,283.05591107973584,193.54218622027346,564.9133456846334,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,217.0,0.0,0.0,731.0,16.0,62.0,273465.0,0.1,2738.169592712707,0.0,0.0,48179.15572834015,,,,,,,,,,,,,,,,,,,,,1168.504033207189,684.7262175065714,2054.583299790071,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,217.0,0.0,0.0,814.0,17.0,83.0,273548.0,0.1,3748.728652488173,0.0,0.0,48186.62609195709,,,,,,,,,,,,,,,,,,,,,1515.2384859475092,840.7690222680815,2541.659737936679,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,217.0,0.0,0.0,893.0,18.0,79.0,273627.0,0.1,3280.094532708987,0.0,0.0,48193.80184698105,,,,,,,,,,,,,,,,,,,,,1311.4102907291,749.9796939061658,2289.6443251025366,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,217.0,0.0,0.0,938.0,19.0,45.0,273672.0,0.1,1786.7601795242074,0.0,0.0,48198.309119701385,,,,,,,,,,,,,,,,,,,,,790.6712427190114,497.2770842905147,1460.0123663918494,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,217.0,0.0,0.0,975.0,20.0,37.0,273709.0,0.1,1278.6741036423844,0.0,0.0,48201.92875337601,,,,,,,,,,,,,,,,,,,,,567.9287117656045,372.1564999154294,1090.236180276615,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,218.0,0.0,0.0,51.0,1.0,51.0,273760.0,0.1,1816.9641356669536,0.0,0.0,48290.88397479057,,,,,,,,,,,,,,,,,,,,,796.0531338266602,471.95295670560483,1439.6255865884675,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,218.0,0.0,0.0,78.0,2.0,27.0,273787.0,0.1,749.6379259317649,0.0,0.0,48293.891921043396,,,,,,,,,,,,,,,,,,,,,335.48350224758394,239.47453833819858,672.4389147280042,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,218.0,0.0,0.0,107.0,3.0,29.0,273816.0,0.1,950.2335431482247,0.0,0.0,48296.77940297127,,,,,,,,,,,,,,,,,,,,,451.49418149095584,273.22258853935836,835.9353438586342,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,218.0,0.0,0.0,137.0,4.0,30.0,273846.0,0.1,913.2811151844458,0.0,0.0,48299.856310606,,,,,,,,,,,,,,,,,,,,,421.52298570527023,274.54133442258194,802.7999382439186,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,218.0,0.0,0.0,164.0,5.0,27.0,273873.0,0.1,852.8177389073117,0.0,0.0,48302.598509550095,,,,,,,,,,,,,,,,,,,,,414.0963932585836,250.10663730016452,756.0572520431525,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4366,218.0,0.0,0.0,182.0,6.0,18.0,273891.0,0.1,434.8814759745517,0.0,0.0,48304.652725458145,,,,,,,,,,,,,,,,,,,,,189.0952171513838,145.6390987268717,408.9831005890243,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,218.0,0.0,0.0,200.0,7.0,18.0,273909.0,0.1,359.71677595674225,0.0,0.0,48306.96041083336,,,,,,,,,,,,,,,,,,,,,141.93848556228974,122.19803176464565,340.9528094638609,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,218.0,0.0,0.0,221.0,8.0,21.0,273930.0,0.1,583.2486195189535,0.0,0.0,48309.21748661995,,,,,,,,,,,,,,,,,,,,,258.3538387095637,189.20414571702867,539.7350406998726,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,218.0,0.0,0.0,274.0,9.0,53.0,273983.0,0.1,1835.266047952938,0.0,0.0,48314.176227808,,,,,,,,,,,,,,,,,,,,,747.3423694903182,500.27662215079687,1468.3956658739614,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,218.0,0.0,0.0,334.0,10.0,60.0,274043.0,0.1,2597.3064224185714,0.0,0.0,48319.70985150337,,,,,,,,,,,,,,,,,,,,,1116.0361999607785,650.3553188768451,1966.8245101949833,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,218.0,0.0,0.0,355.0,11.0,21.0,274064.0,0.1,552.853566039798,0.0,0.0,48322.18380713463,,,,,,,,,,,,,,,,,,,,,244.56961395560788,179.35996432008525,511.6763055903688,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,218.0,0.0,0.0,420.0,12.0,65.0,274129.0,0.1,2162.6118506271278,0.0,0.0,48328.11670947075,,,,,,,,,,,,,,,,,,,,,865.7862650651556,519.1142939078503,1632.3342295018633,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,218.0,0.0,0.0,452.0,13.0,32.0,274161.0,0.1,1016.9726105181206,0.0,0.0,48331.31250119209,,,,,,,,,,,,,,,,,,,,,469.2381187970583,298.58643250425155,884.4162968095723,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374,218.0,0.0,0.0,546.0,14.0,94.0,274255.0,0.1,4305.134637755948,0.0,0.0,48339.684443473816,,,,,,,,,,,,,,,,,,,,,1726.740282458431,938.3091225452104,2832.0489563614365,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,218.0,0.0,0.0,660.0,15.0,114.0,274369.0,0.1,5638.188702635832,0.0,0.0,48350.005935668945,,,,,,,,,,,,,,,,,,,,,2097.43091309112,1059.9007706399564,3331.7956301333793,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,218.0,0.0,0.0,757.0,16.0,97.0,274466.0,0.1,4546.6496800247705,0.0,0.0,48358.712679862976,,,,,,,,,,,,,,,,,,,,,1777.9911919647438,930.564133224366,2879.296218568483,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,218.0,0.0,0.0,846.0,17.0,89.0,274555.0,0.1,3533.913945786611,0.0,0.0,48366.68140077591,,,,,,,,,,,,,,,,,,,,,1317.4384536320235,793.652623387185,2409.339579689938,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,218.0,0.0,0.0,899.0,18.0,53.0,274608.0,0.1,2273.1919428606443,0.0,0.0,48371.65811276436,,,,,,,,,,,,,,,,,,,,,1010.6640009941883,591.5510851452308,1772.8191228790165,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,218.0,0.0,0.0,946.0,19.0,47.0,274655.0,0.1,1718.9117502497606,0.0,0.0,48376.10489034653,,,,,,,,,,,,,,,,,,,,,761.6445437130228,466.1365373437679,1388.5713852715432,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,218.0,0.0,0.0,1006.0,20.0,60.0,274715.0,0.1,1641.3559461606237,0.0,0.0,48381.85864138603,,,,,,,,,,,,,,,,,,,,,583.5586394661497,433.92961942913104,1317.4377741872613,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
