Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
1387,69.0,0.0,0.0,631.0,7.0,149.0,86914.0,0.1,6587.884923438636,0.0,0.0,15232.375787973404,,,,,,,,,,,,,,,,,,,,,2225.1844194218074,1009.3001127016856,3411.4193582427256,-0.033681591000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,69.0,0.0,0.0,800.0,8.0,169.0,87083.0,0.1,7463.694180546071,0.0,0.0,15247.084109306335,,,,,,,,,,,,,,,,,,,,,2407.952183830295,1098.1635766343295,3522.5306367707312,-0.021384720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,69.0,0.0,0.0,868.0,9.0,68.0,87151.0,0.1,2500.485580530638,0.0,0.0,15253.44080710411,,,,,,,,,,,,,,,,,,,,,1093.1027069390527,556.2232091299322,1792.8535249587615,-0.033681591000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,69.0,0.0,0.0,909.0,10.0,41.0,87192.0,0.1,1481.0283179199446,0.0,0.0,15257.333130598068,,,,,,,,,,,,,,,,,,,,,677.6563263496339,411.2714069271896,1227.6188390129523,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,69.0,0.0,0.0,944.0,11.0,35.0,87227.0,0.1,1153.226784407348,0.0,0.0,15260.765653133392,,,,,,,,,,,,,,,,,,,,,512.5853467613325,328.9832447217716,993.5944424455479,-0.0337170528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,69.0,0.0,0.0,959.0,12.0,15.0,87242.0,0.1,296.16103481918543,0.0,0.0,15262.449676990509,,,,,,,,,,,,,,,,,,,,,129.220747814111,97.2203230977831,282.3976355954176,-0.021384720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,69.0,0.0,0.0,993.0,13.0,34.0,87276.0,0.1,978.5535037805058,0.0,0.0,15265.899822235107,,,,,,,,,,,,,,,,,,,,,448.52994330596766,284.41181272112766,842.8255515319628,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,69.0,0.0,0.0,1007.0,14.0,14.0,87290.0,0.1,220.09326430455675,0.0,0.0,15267.536278009415,,,,,,,,,,,,,,,,,,,,,84.35695680019168,77.2644177117437,212.51228482045698,-0.03188159100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,69.0,0.0,0.0,1144.0,15.0,137.0,87427.0,0.1,6464.6143676373995,0.0,0.0,15279.497820854187,,,,,,,,,,,,,,,,,,,,,2242.6195117882785,1142.59428282818,3540.363099182859,-0.04230895509000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,69.0,0.0,0.0,1243.0,16.0,99.0,87526.0,0.1,4301.619136253587,0.0,0.0,15288.247179746628,,,,,,,,,,,,,,,,,,,,,1623.71311545343,924.137500852371,2748.8451708547,-0.0473216855391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,69.0,0.0,0.0,1297.0,17.0,54.0,87580.0,0.1,2096.014905403372,0.0,0.0,15293.247121810913,,,,,,,,,,,,,,,,,,,,,900.314058261155,545.6220625475945,1642.5316946662056,-0.03881623689000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,69.0,0.0,0.0,1384.0,18.0,87.0,87667.0,0.1,3078.1266598238653,0.0,0.0,15301.239869594574,,,,,,,,,,,,,,,,,,,,,1145.4975170470416,752.5299324634323,2123.8075910549337,-0.10685358653183978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,69.0,0.0,0.0,1451.0,19.0,67.0,87734.0,0.1,2616.777760885512,0.0,0.0,15307.312468528748,,,,,,,,,,,,,,,,,,,,,1125.5565461697192,619.5023735024067,1900.474313796347,-0.031899411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,69.0,0.0,0.0,1517.0,20.0,66.0,87800.0,0.1,2284.61473951304,0.0,0.0,15313.288746595383,,,,,,,,,,,,,,,,,,,,,947.9948913597426,587.2083097593015,1692.6212745797475,-0.06114118688370901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,70.0,0.0,0.0,49.0,1.0,49.0,87849.0,0.1,1821.5607750948993,0.0,0.0,15439.83910536766,,,,,,,,,,,,,,,,,,,,,805.9105208749227,487.12269604784035,1455.6316905072815,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,70.0,0.0,0.0,104.0,2.0,55.0,87904.0,0.1,2058.916096693508,0.0,0.0,15444.830518960953,,,,,,,,,,,,,,,,,,,,,900.0756631657492,521.6674022003131,1595.6274685770288,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,70.0,0.0,0.0,140.0,3.0,36.0,87940.0,0.1,933.0471713865696,0.0,0.0,15448.537034749985,,,,,,,,,,,,,,,,,,,,,384.1064699720907,283.35879860188095,810.9058689895078,-0.05761264868370901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,70.0,0.0,0.0,169.0,4.0,29.0,87969.0,0.1,907.684619510365,0.0,0.0,15451.371067762375,,,,,,,,,,,,,,,,,,,,,431.2488028692987,274.8967332354259,798.5128728479423,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,70.0,0.0,0.0,262.0,5.0,93.0,88062.0,0.1,3660.527009237682,0.0,0.0,15459.603004217148,,,,,,,,,,,,,,,,,,,,,1465.0218413895755,777.8199272412484,2344.716556214036,-0.042134292431280015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,70.0,0.0,0.0,280.0,6.0,18.0,88080.0,0.1,397.39316218379327,0.0,0.0,15461.584709882736,,,,,,,,,,,,,,,,,,,,,180.58872659170044,127.70450771060453,372.2958793972933,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,70.0,0.0,0.0,359.0,7.0,79.0,88159.0,0.1,3067.1768852230675,0.0,0.0,15468.857711076736,,,,,,,,,,,,,,,,,,,,,1300.3853837844551,667.0477039780475,2081.290105125343,-0.024948900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,70.0,0.0,0.0,417.0,8.0,58.0,88217.0,0.1,2200.0519244327716,0.0,0.0,15474.185276985168,,,,,,,,,,,,,,,,,,,,,1000.3873598376952,513.0156818953692,1652.7163103019166,-0.021384720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,70.0,0.0,0.0,478.0,9.0,61.0,88278.0,0.1,1735.962500375632,0.0,0.0,15479.848401069641,,,,,,,,,,,,,,,,,,,,,677.2602366857479,481.87693337248976,1349.6926395238504,-0.09190632688176538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,70.0,0.0,0.0,625.0,10.0,147.0,88425.0,0.1,6164.289534096072,0.0,0.0,15492.6600086689,,,,,,,,,,,,,,,,,,,,,2106.6083363560906,1067.700786691987,3340.4490885654404,-0.030170872800000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,70.0,0.0,0.0,676.0,11.0,51.0,88476.0,0.1,1832.222120455272,0.0,0.0,15497.3997528553,,,,,,,,,,,,,,,,,,,,,821.7189347875677,466.3845614364985,1441.8380407240202,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,70.0,0.0,0.0,691.0,12.0,15.0,88491.0,0.1,269.70389321764225,0.0,0.0,15499.274528980255,,,,,,,,,,,,,,,,,,,,,110.30643369185763,93.30932491921664,258.29805954888644,-0.02837087280000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,70.0,0.0,0.0,726.0,13.0,35.0,88526.0,0.1,982.4726291944836,0.0,0.0,15502.647729158401,,,,,,,,,,,,,,,,,,,,,446.4990307693641,287.90083299501725,842.9731337875787,-0.04052695509000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,70.0,0.0,0.0,838.0,14.0,112.0,88638.0,0.1,4908.306741866638,0.0,0.0,15512.478880405426,,,,,,,,,,,,,,,,,,,,,1853.2825041659307,948.317970943568,3040.8334912734726,-0.0337170528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,70.0,0.0,0.0,939.0,15.0,101.0,88739.0,0.1,4295.805626679269,0.0,0.0,15521.465110063553,,,,,,,,,,,,,,,,,,,,,1669.2411535453057,809.8582814322114,2662.8630360152115,-0.023148900000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,70.0,0.0,0.0,1034.0,16.0,95.0,88834.0,0.1,4153.415696032143,0.0,0.0,15529.913168430328,,,,,,,,,,,,,,,,,,,,,1603.5997132547527,897.4715951410766,2683.3955396797523,-0.04230895509000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,70.0,0.0,0.0,1129.0,17.0,95.0,88929.0,0.1,3863.022286891545,0.0,0.0,15538.690527200699,,,,,,,,,,,,,,,,,,,,,1437.6728823939088,888.2924089001248,2547.936994814133,-0.08605613249207597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,70.0,0.0,0.0,1227.0,18.0,98.0,89027.0,0.1,3603.448226992176,0.0,0.0,15547.43358707428,,,,,,,,,,,,,,,,,,,,,1319.9679242644315,717.8009037371952,2356.779574750566,-0.033681591000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,70.0,0.0,0.0,1268.0,19.0,41.0,89068.0,0.1,1182.1365217583848,0.0,0.0,15551.309552431107,,,,,,,,,,,,,,,,,,,,,540.7451008389384,299.0979035991947,979.9316706605649,-0.0337170528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,70.0,0.0,0.0,1302.0,20.0,34.0,89102.0,0.1,932.5063131448476,0.0,0.0,15554.63012957573,,,,,,,,,,,,,,,,,,,,,428.4398737287232,270.6261873899697,802.8127293919819,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,71.0,0.0,0.0,67.0,1.0,67.0,89169.0,0.1,2577.485577742056,0.0,0.0,15669.238660812378,,,,,,,,,,,,,,,,,,,,,1091.181424255269,604.849271790981,1883.8833011845982,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,71.0,0.0,0.0,127.0,2.0,60.0,89229.0,0.1,1801.3086618679608,0.0,0.0,15674.734714984894,,,,,,,,,,,,,,,,,,,,,760.1975394960858,420.8024790073678,1372.5029468118655,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,71.0,0.0,0.0,156.0,3.0,29.0,89258.0,0.1,903.4680903995888,0.0,0.0,15677.603352308273,,,,,,,,,,,,,,,,,,,,,422.30582476954663,262.45556816571,796.8568525828184,-0.021384720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,71.0,0.0,0.0,247.0,4.0,91.0,89349.0,0.1,4004.000082293055,0.0,0.0,15685.751602888107,,,,,,,,,,,,,,,,,,,,,1623.2409548695716,842.1643137884032,2578.1561201527825,-0.03528716407200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,71.0,0.0,0.0,436.0,5.0,189.0,89538.0,0.1,8956.607240125519,0.0,0.0,15702.072605609894,,,,,,,,,,,,,,,,,,,,,2790.61843892385,1127.765035047309,3966.1282366369287,46.128042328042326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,71.0,0.0,0.0,621.0,6.0,185.0,89723.0,0.1,8306.420310058344,0.0,0.0,15718.422632932663,,,,,,,,,,,,,,,,,,,,,2539.331168697019,1164.355343329113,3756.534055638982,-0.05093879272110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,71.0,0.0,0.0,711.0,7.0,90.0,89813.0,0.1,3162.7701288778226,0.0,0.0,15726.407387256622,,,,,,,,,,,,,,,,,,,,,1181.1921984714413,761.6268582652074,2142.329507451816,-0.05764740479388901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,71.0,0.0,0.0,789.0,8.0,78.0,89891.0,0.1,3120.339025481461,0.0,0.0,15733.368022441864,,,,,,,,,,,,,,,,,,,,,1285.838104295796,736.9633912390018,2165.6806255487913,-0.04230895509000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,71.0,0.0,0.0,949.0,9.0,160.0,90051.0,0.1,7510.785204515945,0.0,0.0,15747.308809041977,,,,,,,,,,,,,,,,,,,,,2417.854553702816,1239.445139195009,3829.8720066138585,-0.0760344772647232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,71.0,0.0,0.0,1074.0,10.0,125.0,90176.0,0.1,5728.454540857034,0.0,0.0,15758.44077539444,,,,,,,,,,,,,,,,,,,,,2107.3114415188525,999.7685599948521,3183.852761901661,-0.031952872800000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,71.0,0.0,0.0,1224.0,11.0,150.0,90326.0,0.1,6339.693315426531,0.0,0.0,15771.485429525375,,,,,,,,,,,,,,,,,,,,,2081.18159451017,1107.9008844549207,3313.0986246042166,-0.09419557116715521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,71.0,0.0,0.0,1238.0,12.0,14.0,90340.0,0.1,234.3176285444001,0.0,0.0,15773.08707165718,,,,,,,,,,,,,,,,,,,,,90.54265308926747,81.54038348493232,226.14188053454004,-0.030117411000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,71.0,0.0,0.0,1368.0,13.0,130.0,90470.0,0.1,5391.026526759222,0.0,0.0,15784.522173166275,,,,,,,,,,,,,,,,,,,,,1824.4683226014045,1073.5483639711329,3083.0599424613533,-0.09064903296715521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,71.0,0.0,0.0,1484.0,14.0,116.0,90586.0,0.1,4936.287507264221,0.0,0.0,15794.7470433712,,,,,,,,,,,,,,,,,,,,,1798.013734988199,1043.9211484132286,3075.9442387027166,-0.08605613249207597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,71.0,0.0,0.0,1565.0,15.0,81.0,90667.0,0.1,3337.162679003643,0.0,0.0,15802.1525015831,,,,,,,,,,,,,,,,,,,,,1377.9119556163928,759.9826167339628,2266.150387668978,-0.03886916407200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,71.0,0.0,0.0,1667.0,16.0,102.0,90769.0,0.1,4260.920062658699,0.0,0.0,15811.164682865143,,,,,,,,,,,,,,,,,,,,,1601.3575776062182,854.7233894738575,2680.884943883639,-0.03366359100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,71.0,0.0,0.0,1726.0,17.0,59.0,90828.0,0.1,2267.0750109670216,0.0,0.0,15816.540941238403,,,,,,,,,,,,,,,,,,,,,991.1846646421602,570.4162650303316,1716.433077061673,-0.03886916407200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,71.0,0.0,0.0,1784.0,18.0,58.0,90886.0,0.1,1634.1192094608273,0.0,0.0,15821.87551188469,,,,,,,,,,,,,,,,,,,,,667.5688347597343,422.31516674784655,1272.2470006123672,-0.062489983996871924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,71.0,0.0,0.0,1830.0,19.0,46.0,90932.0,0.1,1621.8607907472708,0.0,0.0,15826.331382274628,,,,,,,,,,,,,,,,,,,,,723.0924348732877,435.13245858355384,1315.4150297985498,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,71.0,0.0,0.0,1887.0,20.0,57.0,90989.0,0.1,2212.0366674787224,0.0,0.0,15831.516980409622,,,,,,,,,,,,,,,,,,,,,967.1090273632664,573.3876531781162,1694.505174861402,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,72.0,0.0,0.0,47.0,1.0,47.0,91036.0,0.1,1518.824871236212,0.0,0.0,16001.054923057556,,,,,,,,,,,,,,,,,,,,,717.102671476411,379.7608839396402,1205.7816708930707,-0.023148900000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,72.0,0.0,0.0,85.0,2.0,38.0,91074.0,0.1,1238.72053063261,0.0,0.0,16004.686559677124,,,,,,,,,,,,,,,,,,,,,569.3807069123795,355.78094163088105,1043.1138271665195,-0.03188159100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,72.0,0.0,0.0,113.0,3.0,28.0,91102.0,0.1,758.7752634429646,0.0,0.0,16007.682307720184,,,,,,,,,,,,,,,,,,,,,335.1733357875775,228.69753480592462,678.4274353866368,-0.030135052800000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,72.0,0.0,0.0,150.0,4.0,37.0,91139.0,0.1,1255.7848785354374,0.0,0.0,16011.23633813858,,,,,,,,,,,,,,,,,,,,,590.8936637676888,340.2339909719115,1058.2126547713424,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,72.0,0.0,0.0,180.0,5.0,30.0,91169.0,0.1,891.2392088359663,0.0,0.0,16014.22155714035,,,,,,,,,,,,,,,,,,,,,434.64777359417644,249.4255055652303,776.2931096395401,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,72.0,0.0,0.0,342.0,6.0,162.0,91331.0,0.1,6305.312352059186,0.0,0.0,16028.38994884491,,,,,,,,,,,,,,,,,,,,,2042.5466406716496,962.5193463310878,3217.613584584256,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,72.0,0.0,0.0,526.0,7.0,184.0,91515.0,0.1,7750.259251814517,0.0,0.0,16044.497828483582,,,,,,,,,,,,,,,,,,,,,2382.845371151458,1055.8538274746418,3480.880573842029,-0.05757700688370901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,72.0,0.0,0.0,602.0,8.0,76.0,91591.0,0.1,2329.375260594184,0.0,0.0,16051.343395709991,,,,,,,,,,,,,,,,,,,,,1000.4540792216019,537.2319973096864,1600.8878281662753,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,72.0,0.0,0.0,672.0,9.0,70.0,91661.0,0.1,2216.971214331317,0.0,0.0,16057.627446651459,,,,,,,,,,,,,,,,,,,,,830.3910436632959,586.3365386747445,1668.9087682552888,-0.05086786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,72.0,0.0,0.0,708.0,10.0,36.0,91697.0,0.1,1136.183897671117,0.0,0.0,16061.092996358871,,,,,,,,,,,,,,,,,,,,,538.3275754681281,327.3501891170011,961.5202229390783,-0.03188159100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,72.0,0.0,0.0,754.0,11.0,46.0,91743.0,0.1,1406.904817417849,0.0,0.0,16065.372452020645,,,,,,,,,,,,,,,,,,,,,598.616531066439,359.4106901001678,1154.5160831826213,-0.03708716407200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,72.0,0.0,0.0,794.0,12.0,40.0,91783.0,0.1,1372.3514042044396,0.0,0.0,16069.448513746262,,,,,,,,,,,,,,,,,,,,,623.9240281056707,383.1916251752484,1145.578811307184,-0.033681591000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,72.0,0.0,0.0,828.0,13.0,34.0,91817.0,0.1,1038.6561063380304,0.0,0.0,16072.80725479126,,,,,,,,,,,,,,,,,,,,,471.94240604086383,299.8908495776993,896.0266179819777,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,72.0,0.0,0.0,918.0,14.0,90.0,91907.0,0.1,3731.579182497305,0.0,0.0,16080.831895589828,,,,,,,,,,,,,,,,,,,,,1522.736874249597,873.9812527810233,2548.493895206979,-0.060882664280819336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,72.0,0.0,0.0,1027.0,15.0,109.0,92016.0,0.1,4673.87732955169,0.0,0.0,16090.455168485641,,,,,,,,,,,,,,,,,,,,,1761.9518549529812,922.8986021658934,2811.923759742559,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,72.0,0.0,0.0,1121.0,16.0,94.0,92110.0,0.1,3826.3050347284407,0.0,0.0,16099.060813903809,,,,,,,,,,,,,,,,,,,,,1530.9514483108237,731.7057971537752,2435.680719637043,-0.023148900000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,72.0,0.0,0.0,1221.0,17.0,100.0,92210.0,0.1,4361.641909943012,0.0,0.0,16107.91404080391,,,,,,,,,,,,,,,,,,,,,1711.3428213627071,821.9313228468517,2704.1108953987373,-0.035463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,72.0,0.0,0.0,1303.0,18.0,82.0,92292.0,0.1,3374.3738455277967,0.0,0.0,16115.26742196083,,,,,,,,,,,,,,,,,,,,,1315.1456183920689,812.0988319779904,2342.571613556064,-0.07440935681475294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,72.0,0.0,0.0,1418.0,19.0,115.0,92407.0,0.1,4047.7815599812643,0.0,0.0,16125.355078935623,,,,,,,,,,,,,,,,,,,,,1406.0208462653857,819.58707746411,2480.213842236579,-0.06774777501487192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,72.0,0.0,0.0,1473.0,20.0,55.0,92462.0,0.1,2083.7506476965996,0.0,0.0,16130.42750287056,,,,,,,,,,,,,,,,,,,,,962.960629463876,507.82316591923,1585.6772793505431,-0.024948900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,73.0,0.0,0.0,41.0,1.0,41.0,92503.0,0.1,1359.682076803648,0.0,0.0,16257.12988114357,,,,,,,,,,,,,,,,,,,,,663.5301228027265,346.8836235461829,1109.7181169824817,-0.021384720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,73.0,0.0,0.0,83.0,2.0,42.0,92545.0,0.1,1293.917726324981,0.0,0.0,16261.31943655014,,,,,,,,,,,,,,,,,,,,,575.8424578881775,377.476157807772,1073.4250525578477,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,73.0,0.0,0.0,119.0,3.0,36.0,92581.0,0.1,921.7036144656745,0.0,0.0,16264.739618778229,,,,,,,,,,,,,,,,,,,,,381.88831837722114,259.6112530790694,800.146739975385,-0.05266786553910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,73.0,0.0,0.0,147.0,4.0,28.0,92609.0,0.1,882.382168309875,0.0,0.0,16267.52420759201,,,,,,,,,,,,,,,,,,,,,429.75896108185617,258.3488008238283,777.522354052602,-0.026730900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,73.0,0.0,0.0,202.0,5.0,55.0,92664.0,0.1,2112.968450831701,0.0,0.0,16272.686695814133,,,,,,,,,,,,,,,,,,,,,960.3475115827792,527.369934083712,1616.9547183564662,-0.031952872800000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,73.0,0.0,0.0,279.0,6.0,77.0,92741.0,0.1,2995.7740965242897,0.0,0.0,16279.76963853836,,,,,,,,,,,,,,,,,,,,,1260.7099343892055,660.6116269223091,2066.143706810121,-0.03528716407200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,73.0,0.0,0.0,297.0,7.0,18.0,92759.0,0.1,337.18196389406154,0.0,0.0,16281.732209444046,,,,,,,,,,,,,,,,,,,,,135.02777181923014,116.45823204150058,319.2296346970719,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,73.0,0.0,0.0,451.0,8.0,154.0,92913.0,0.1,6607.49902037433,0.0,0.0,16295.107477664948,,,,,,,,,,,,,,,,,,,,,2113.5139304433865,1048.93827445132,3473.409267300879,-0.0559709115967872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,73.0,0.0,0.0,517.0,9.0,66.0,92979.0,0.1,2474.447051920041,0.0,0.0,16301.132548332214,,,,,,,,,,,,,,,,,,,,,1074.1925141464667,566.7954088062363,1801.326387698574,-0.023184720000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,73.0,0.0,0.0,558.0,10.0,41.0,93020.0,0.1,1435.960175150307,0.0,0.0,16305.02555847168,,,,,,,,,,,,,,,,,,,,,668.623525351424,400.9019209262493,1185.4142738049409,-0.030170872800000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,73.0,0.0,0.0,611.0,11.0,53.0,93073.0,0.1,1767.5582277088886,0.0,0.0,16310.126389741898,,,,,,,,,,,,,,,,,,,,,763.2348568776242,459.5365122026756,1390.719062915771,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,73.0,0.0,0.0,719.0,12.0,108.0,93181.0,0.1,4563.116279127267,0.0,0.0,16319.692478656769,,,,,,,,,,,,,,,,,,,,,1751.2851743682486,878.3671877709136,2725.9751972345234,-0.044108955090000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,73.0,0.0,0.0,752.0,13.0,33.0,93214.0,0.1,868.5618974432027,0.0,0.0,16322.918077230453,,,,,,,,,,,,,,,,,,,,,371.7535262954153,253.070005936275,761.0276846910677,-0.04052695509000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,73.0,0.0,0.0,766.0,14.0,14.0,93228.0,0.1,237.4896646752316,0.0,0.0,16324.498878002167,,,,,,,,,,,,,,,,,,,,,91.87844730370527,83.30706068195079,229.18751357281178,-0.030135052800000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
